Referencia,Titular,NIF/CIF,Domicilio social,Localidad,Provincia,C. Postal,F. Concesion,F. Caducidad,Susceptible cesion,Susceptible mutualizacion,Obtenido por transferencia
POPO-2000556,ORANGE ESPAÑA SA,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,20/10/2020,31/12/2025,,,
POPO-2000557,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,20/11/2020,31/12/2025,true,,
POPO-2000571,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,27/10/2020,31/12/2025,,,
POPO-2000572,R CABLE Y TELECABLE TELECOMUNICACIONES SA,A15474281,"CALLE REAL, 85.",A CORUÑA,CORUÑA (A),15003,24/11/2020,31/12/2025,true,,
POPO-2000596,"FIBRALAR, S.L.",B70546155,"CALLE CRUCEIRO, 4.",LAXE,CORUÑA (A),15117,27/11/2020,31/12/2025,true,,
POPO-2000638,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,27/11/2020,31/12/2025,,,
POPO-2000646,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,04/12/2020,31/12/2025,,,
POPO-2000647,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,04/12/2020,31/12/2025,true,,
...,31,32,33,34,35,36,37,38,39,40,...
POPO-2000651,"XFERA MOVILES, S.A.U.",A82528548,"AVDA ALCOBENDAS, 38.",ALCOBENDAS,MADRID,28108,10/12/2020,31/12/2025,true,,
POPO-2000661,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,22/12/2020,31/12/2025,,,
POPO-2000665,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,22/12/2020,31/12/2025,,,
POPO-2000681,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,11/01/2021,31/12/2026,,,
POPO-2100030,ORANGE ESPAGNE S.A.U,A82009812,"PASEO CLUB DEPORTIVO, 1.",POZUELO DE ALARCÓN,MADRID,28223,08/02/2021,31/12/2026,,,
POPO-2100160,"ORANGE ESPAGNE, S.A.U.",A82009812,"CALLE PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,26/03/2021,31/12/2026,,,
POPO-2100161,"ORANGE ESPAGNE, S.A.U.",A82009812,"CALLE PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,26/03/2021,31/12/2026,,,
POPO-2100162,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,27/04/2021,31/12/2026,,,
POPO-2100205,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,16/04/2021,31/12/2026,,,
POPO-2100301,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPANDIÚ, 11.",MADRID,MADRID,28007,20/05/2021,31/12/2026,true,,
...,31,32,33,34,35,36,37,38,39,40,...
POPO-2100331,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,25/05/2021,31/12/2026,,,
POPO-2100332,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,25/05/2021,31/12/2026,,,
POPO-2100333,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,25/05/2021,31/12/2026,,,
POPO-2100334,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,28/05/2021,31/12/2026,true,,
POPO-2100362,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,03/06/2021,31/12/2026,,,
POPO-2100426,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,08/07/2021,31/12/2026,true,,
POPO-2100484,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,21/09/2021,31/12/2026,true,,
POPO-2100490,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,08/09/2021,31/12/2026,true,,
POPO-2100537,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,23/08/2021,31/12/2026,true,,
POPO-2100545,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,23/08/2021,31/12/2026,,,
...,31,32,33,34,35,36,37,38,39,40,...
POPO-2100546,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,23/08/2021,31/12/2026,,,
POPO-2100579,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28018,30/08/2021,31/12/2026,,,
POPO-2100600,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,14/10/2021,31/12/2026,,,
POPO-2100601,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,14/10/2021,31/12/2026,,,
POPO-2100633,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,14/10/2021,31/12/2026,true,,
POPO-2100735,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,23/12/2021,31/12/2026,,,
POPO-2100745,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,23/12/2021,31/12/2026,,,
POPO-2200314,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,07/04/2022,31/12/2027,,,
POPO-2200315,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,07/04/2022,31/12/2027,,,
POPO-2200346,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,25/04/2022,31/12/2027,,,
...,31,32,33,34,35,36,37,38,39,40,...
POPO-2200373,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,27/04/2022,31/12/2027,,,
POPO-2200484,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,01/06/2022,31/12/2027,true,,
POPO-2200496,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,31/05/2022,31/12/2027,true,,
POPO-2200497,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,31/05/2022,31/12/2027,true,,
POPO-2200498,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,31/05/2022,31/12/2027,true,,
POPO-2200545,"XFERA MOVILES, S.A.U.",A82528548,"AVDA ALCOBENDAS, 38.",ALCOBENDAS,MADRID,28108,16/06/2022,31/12/2027,true,,
POPO-2200546,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,16/06/2022,31/12/2027,true,,
POPO-2200547,"XFERA MOVILES, S.A.U.",A82528548,"AVDA ALCOBENDAS, 38.",ALCOBENDAS,MADRID,28108,16/06/2022,31/12/2027,true,,
POPO-9900025,TALLERES ELECTROTECNICOS DE PONTEVEDRA S.COOP,F36049534,LUGAR PONTE BORA,PONTEVEDRA,PONTEVEDRA,36154,25/01/2001,31/12/2026,true,,
POZZ-1100020,REDES DE TELECOMUNICACION GALEGAS RETEGAL SA,A15643687,"VIA EDIFICIO MULTIUSOS BAJO, BANDO SAN MARCOS",SANTIAGO DE COMPOSTELA,CORUÑA (A),15820,24/05/2011,31/12/2026,true,,
... 33 34 35 36 37 38 39 40 41 42,...,33,34,35,36,37,38,39,40,41,42
A ZZ-1600665,RETEVISION I SA,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,03/11/2016,31/12/2026,true,,
M PM-0000984,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,26/03/2001,31/12/2026,true,,
M PM-0356002,MARQUES BIDCO SL,B88419569,"CL PEDRO TEIXEIRA, 8. 6º",MADRID,MADRID,28020,22/10/2003,31/12/2023,true,,Detalle
M PM-0500360,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,19/12/2005,31/12/2025,true,,
M PM-9800858,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,14/02/2001,31/12/2026,true,,
PMPM-0400021,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,01/08/2005,31/12/2025,true,,
PMPM-0600011,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,21/04/2006,31/12/2026,true,,
PMPM-0800035,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,18/02/2008,31/12/2023,true,,
PMPM-0800422,"RETEVISION I, S.A.",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,05/11/2008,31/12/2023,true,,
PMPM-0800423,"RETEVISION I, S.A.",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,05/11/2008,31/12/2023,true,,
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
PMPM-0900169,"RETEVISION I, S.A.",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,27/11/2009,31/12/2024,true,,
PMPM-1000125,INFOTELECOM NETWORKS SL,B07954472,AVDA JAUME I EL CONQUERIDOR,CIUTADELLA DE MENORCA,ILLES BALEARS,07760,05/01/2011,31/12/2026,true,,
PMPM-1100078,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,06/09/2011,31/12/2026,true,,
PMPM-1100079,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,24/06/2011,31/12/2026,true,,
PMPM-1100093,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,06/09/2011,31/12/2026,true,,
PMPM-1200394,WIFIBALEARES S.L.,B57616351,"CL SABATERS, 13",INCA,ILLES BALEARS,07300,30/08/2012,31/12/2022,true,,
PMPM-1200650,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,05/10/2012,31/12/2022,true,,
PMPM-1200872,RED DIGITAL DE TELECOMUNICACIONES DE LAS ISLAS BALEARES S.L.,B57481517,"VIA CALLE SANTO DOMINGO, 31",POLLENÇA,ILLES BALEARS,07460,07/11/2012,31/12/2022,true,,
PMPM-1201001,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,08/01/2013,31/12/2023,true,,
PMPM-1300002,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,19/02/2013,31/12/2023,true,,
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
PMPM-1300003,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,26/03/2013,31/12/2023,true,,
PMPM-1300014,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,08/03/2013,31/12/2023,true,,
PMPM-1300015,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,25/02/2013,31/12/2023,true,,
PMPM-1300065,CORPORACION MENORQUINA DE CABLE SA,A07870710,"CALLE DEIÀ, 2. BAJOº",MAÓ,ILLES BALEARS,07702,15/04/2013,31/12/2023,true,,
PMPM-1300080,WIFIBALEARES SL,B57616351,"CL SABATERS, 13",INCA,ILLES BALEARS,07300,26/03/2013,31/12/2023,true,,
PMPM-1300084,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,18/04/2013,31/12/2023,true,,
PMPM-1300126,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,21/06/2013,31/12/2023,true,,
PMPM-1300127,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,14/06/2013,31/12/2023,true,,
PMPM-1300146,RED DIGITAL DE TELECOMUNICACIONES DE LAS ISLAS BALEARES SL,B57481517,CALLE SANTO DOMINGO,POLLENÇA,ILLES BALEARS,07460,02/09/2013,31/12/2023,true,,
PMPM-1300185,INSTALACIONES SERVIMAN SL,B07852239,"CL OBISPO GONZALEZ ABARCA, 11. Bº",EIVISSA,ILLES BALEARS,07800,02/09/2013,31/12/2023,true,,
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
PMPM-1300286,MARQUES BIDCO SL,B88419569,"CL PEDRO TEIXEIRA, 8. 6º",MADRID,MADRID,28020,23/10/2013,31/12/2023,true,,Detalle
PMPM-1300397,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,15/01/2014,31/12/2024,true,,
PMPM-1300574,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,27/01/2014,31/12/2024,true,,
PMPM-1400001,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,28/02/2014,31/12/2024,true,,
PMPM-1400164,INTERMENORCA WIMAX S.L.,B57495749,"VIA CALLE AGUILA, BLOQUE IV ESC 2 PLANTA 2",SANTA EULÀRIA DES RIU,ILLES BALEARS,07840,09/06/2014,31/12/2024,true,,
PMPM-1400299,BE FREE NETWORKS SL,B57848525,"CALLE CANARIAS, 31. ESC. 6 4º 7",EIVISSA,ILLES BALEARS,07800,30/07/2014,31/12/2024,true,,
PMPM-1400426,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,26/11/2014,31/12/2024,true,,
PMPM-1500091,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,17/04/2015,31/12/2025,true,,
PMPM-1500390,RETEVISION I SA,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,20/07/2015,31/12/2025,true,,
PMPM-1600077,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,23/02/2016,31/12/2026,true,,
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
PMPM-1600159,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,11/04/2016,31/12/2026,true,,
PMPM-1600303,RETEVISION I SA,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,13/05/2016,31/12/2026,true,,
PMPM-1600304,RETEVISION I SA,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,27/05/2016,31/12/2026,true,,
PMPM-1600432,RED DIGITAL DE TELECOMUNICACIONES DE LAS ISLAS BALEARES SL,B57481517,CALLE SANTO DOMINGO,POLLENÇA,ILLES BALEARS,07460,14/07/2016,31/12/2026,true,,
PMPM-1600473,TRADIA TELECOM SA,A61902045,"CL JUAN ESPLANDIU, 11-13 (ATT. D. JAVIER CABELLO)",MADRID,MADRID,28007,06/09/2016,31/12/2026,true,,
PMPM-1700010,INTERMENORCA WIMAX SL,B57495749,"VIA CALLE AGUILA, BLOQUE IV ESC 2 PLANTA 2",SANTA EULÀRIA DES RIU,ILLES BALEARS,07840,16/01/2017,31/12/2022,true,,
PMPM-1700124,LEVEL ELECTRONICS SL,B07061856,"CMNO CAMI VELL DE BUNYOLA, 43",PALMA DE MALLORCA,ILLES BALEARS,07009,17/03/2017,31/12/2022,true,,
PMPM-1700200,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIU, 11.",MADRID,MADRID,28007,17/05/2017,31/12/2022,true,,
PMPM-1700231,SOLUCIONES CORPORATIVAS IP SL,B57333601,RONDA INSTITUT,MANACOR,ILLES BALEARS,07500,17/05/2017,31/12/2022,true,,
PMPM-1700255,RETEVISION I SA,A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,01/06/2017,31/12/2022,true,,
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
PMPM-1700266,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,30/05/2017,31/12/2022,true,,
PMPM-1700587,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,21/09/2017,31/12/2022,true,,
PMPM-1700695,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,08/01/2018,31/12/2023,true,,
PMPM-1800007,BE FREE NETWORKS SL,B57848525,CL CANARIAS. 31-35 TORRE 6 PLANTA 4º,EIVISSA,ILLES BALEARS,07800,21/02/2018,31/12/2023,true,,
PMPM-1800044,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIÚ, 11.",MADRID,MADRID,28007,26/02/2018,31/12/2023,,,
PMPM-1800067,"VODAFONE ONO, S.A.",A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,06/04/2018,31/12/2023,true,,
PMPM-1800147,INSTALACIONES SERVIMAN S.L.,B07852239,"CALLE OBISPO GONZALEZ ABARCA, 11",EIVISSA,ILLES BALEARS,07800,20/04/2018,31/12/2023,,,
PMPM-1800153,ORANGE ESPAÑA SA,A82009812,PASEO CLUB DEPORTIVO,POZUELO DE ALARCÓN,MADRID,28223,20/04/2018,31/12/2023,true,,
PMPM-1800403,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,02/07/2018,31/12/2023,true,,
PMPM-1800422,"BE FREE NETWORKS, S.L.",B57848525,"CL CANARIAS, 31, ESC 6. 4º 7",EIVISSA,ILLES BALEARS,07800,02/07/2018,31/12/2023,true,,
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
PMPM-1800429,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,02/07/2018,31/12/2023,true,,
PMPM-1800445,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,09/07/2018,31/12/2023,true,,
PMPM-1800475,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,09/07/2018,31/12/2023,true,,
PMPM-1800476,"RETEVISION I, SAU",A62275680,"VIA AV DEL PARQUE LOGISTICO, 12-20",BARCELONA,BARCELONA,08040,17/07/2018,31/12/2023,true,,
PMPM-1800572,"RETEVISION I, S.A.U.",A62275680,"CALLE JUAN ESPLANDIU, 11.",MADRID,MADRID,28007,20/08/2018,31/12/2023,true,,
PMPM-1800739,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,24/09/2018,31/12/2023,true,,
PMPM-1800740,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,28/09/2018,31/12/2023,true,,
PMPM-1800808,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/01/2019,31/12/2024,true,,
PMPM-1800813,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/01/2019,31/12/2024,true,,
PMPM-1800814,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,22/10/2018,31/12/2023,true,,
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
PMPM-1800826,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/01/2019,31/12/2024,true,,
PMPM-1800868,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/01/2019,31/12/2024,true,,
PMPM-1800869,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/01/2019,31/12/2024,true,,
PMPM-1800870,"XFERA MOVILES, S.A.U.",A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,03/01/2019,31/12/2024,true,,
PMPM-1801057,"BE FREE NETWORKS, SOCIEDAD LIMITADA",B57848525,CL CANARIAS. 31-35 TORRE 6 PLANTA 4º,EIVISSA,ILLES BALEARS,07800,28/12/2018,31/12/2023,true,,
PMPM-1900007,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,20/02/2019,31/12/2024,true,,
PMPM-1900010,"TRADIA TELECOM, S.A.",A61902045,"AVDA PARC LOGISTIC, 12.",BARCELONA,BARCELONA,08040,01/02/2019,31/12/2024,true,,
PMPM-1900172,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,20/03/2019,31/12/2024,true,,
PMPM-1900173,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,20/03/2019,31/12/2024,true,,
PMPM-1900174,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,20/03/2019,31/12/2024,true,,
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
PMPM-1900194,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,25/03/2019,31/12/2024,true,,
PMPM-1900195,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,02/04/2019,31/12/2024,true,,
PMPM-1900196,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,05/04/2019,31/12/2024,true,,
PMPM-1900277,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,08/04/2019,31/12/2024,,,
PMPM-1900278,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,15/04/2019,31/12/2024,,,
PMPM-1900279,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,08/04/2019,31/12/2024,,,
PMPM-1900280,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,08/04/2019,31/12/2024,,,
PMPM-1900281,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,15/04/2019,31/12/2024,,,
PMPM-1900282,ORANGE ESPAGNE SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,08/04/2019,31/12/2024,,,
PMPM-1900314,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,15/04/2019,31/12/2024,,,
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
PMPM-1900396,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,28/04/2019,31/12/2024,true,,
PMPM-1900494,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,14/06/2019,31/12/2024,true,,
PMPM-1900653,"BE FREE NETWORKS, SOCIEDAD LIMITADA",B57848525,CL CANARIAS. 31-35 TORRE 6 PLANTA 4º,EIVISSA,ILLES BALEARS,07800,23/07/2019,31/12/2024,true,,
PMPM-1900678,"BE FREE NETWORKS, SOCIEDAD LIMITADA",B57848525,CL CANARIAS. 31-35 TORRE 6 PLANTA 4º,EIVISSA,ILLES BALEARS,07800,07/08/2019,31/12/2024,,,
PMPM-1900690,ORANGE ESPAÑA SA,A82009812,"PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE",POZUELO DE ALARCÓN,MADRID,28223,14/09/2019,31/12/2024,,,
PMPM-1900726,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,18/09/2019,31/12/2024,true,,
PMPM-1900759,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,09/10/2019,31/12/2024,,,
PMPM-1900814,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,29/10/2019,31/12/2024,true,,
PMPM-1900869,SOLUCIONES CORPORATIVAS IP SL,B57333601,"CL MENESTRALS, 14. 0º",MANACOR,ILLES BALEARS,07500,26/11/2019,31/12/2024,true,,
PMPM-1900899,VODAFONE ONO SA,A62186556,"AV AMERICA, 115",MADRID,MADRID,28042,29/11/2019,31/12/2024,true,,
1 2 3 4 5 6 7 8 9 10 ...,1,2,3,4,5,6,7,8,9,10,...
PMPM-2000017,"ORANGE ESPAGNE, S.A.U.",A82009812,"PS CLUB DEPORTIVO, 1",MADRID,MADRID,28223,29/04/2020,31/12/2025,,,
PMPM-2000018,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,29/04/2020,31/12/2025,,,
PMPM-2000019,XFERA MOVILES SA,A82528548,"AVDA BRUSELAS, 38.",ALCOBENDAS,MADRID,28108,30/04/2020,31/12/2025,true,,
PMPM-2000042,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,29/04/2020,31/12/2025,,,
PMPM-2000170,VODAFONE ONO SA,A62186556,"AVDA AMERICA, 115.",MADRID,MADRID,28042,22/05/2020,31/12/2025,true,,
PMPM-2000247,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO DEL CLUB DEPORTIVO, 1.",MADRID,MADRID,28223,29/04/2020,31/12/2025,,,
PMPM-2000249,"ORANGE ESPAGNE, S.A.U.",A82009812,"PASEO PASEO CLUB DEPORTIVO, 1.",MADRID,MADRID,28021,29/04/2020,31/12/2025,,,
