;Referencia;Comunidad;Provincia;Municipio;Frequencias;Tipo;codigopostalid;lat;lon
35034685;C C -1300376;GALICIA;CORUÑA (A);MUGARDOS;39.29975;GHz;240;-2712437310.0;42939811580.0
35049350;C C -1300376;GALICIA;CORUÑA (A);PADRON;39.312;GHz;240;-2712437310.0;42939811580.0
35064015;C C -1300376;GALICIA;CORUÑA (A);ROIS;38.052;GHz;240;-2712437310.0;42939811580.0
35078680;C C -1300376;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;38.04325;GHz;240;-2712437310.0;42939811580.0
35093345;C C -1300376;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;38.0485;GHz;240;-2712437310.0;42939811580.0
35108010;C C -1300376;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;38.05375;GHz;240;-2712437310.0;42939811580.0
35122675;C C -1300376;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;38.05725;GHz;240;-2712437310.0;42939811580.0
35137340;C C -1300376;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;38.0625;GHz;240;-2712437310.0;42939811580.0
35152005;C C -1300376;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;39.30325;GHz;240;-2712437310.0;42939811580.0
35166670;C C -1300376;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;39.3085;GHz;240;-2712437310.0;42939811580.0
35181335;C C -1300376;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;39.31375;GHz;240;-2712437310.0;42939811580.0
35196000;C C -1300376;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;39.31725;GHz;240;-2712437310.0;42939811580.0
35210665;C C -1300376;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;39.3225;GHz;240;-2712437310.0;42939811580.0
35225330;C C -1400400;GALICIA;CORUÑA (A);CORUÑA (A);15.3305;GHz;240;-2712437310.0;42939811580.0
35239995;C C -1400400;GALICIA;CORUÑA (A);MALPICA DE BERGANTIÑOS;14.9105;GHz;240;-2712437310.0;42939811580.0
35254668;C C -1400400;GALICIA;CORUÑA (A);ZAS;15.3305;GHz;1474;-3127917180.0;43120843580.0
35269325;C C -1500375;GALICIA;CORUÑA (A);CORUÑA (A);19.095;GHz;240;-2712437310.0;42939811580.0
35283990;C C -1500375;GALICIA;CORUÑA (A);OLEIROS;18.085;GHz;240;-2712437310.0;42939811580.0
35298655;C C -1500541;GALICIA;CORUÑA (A);CAMARIÑAS;19.63125;GHz;240;-2712437310.0;42939811580.0
35313322;C C -1500541;GALICIA;CORUÑA (A);MUXIA;18.62125;GHz;1450;-3000073260.0;43054277760.0
35327985;C C -1500546;GALICIA;CORUÑA (A);CORUÑA (A);6800.0;MHz;240;-2712437310.0;42939811580.0
35342650;C C -1500546;GALICIA;CORUÑA (A);MALPICA DE BERGANTIÑOS;6460.0;MHz;240;-2712437310.0;42939811580.0
35357315;C C -1500546;GALICIA;CORUÑA (A);MALPICA DE BERGANTIÑOS;14.571;GHz;240;-2712437310.0;42939811580.0
35371988;C C -1500546;GALICIA;CORUÑA (A);ZAS;14.991;GHz;1474;-3127917180.0;43120843580.0
35386645;C C -1500677;GALICIA;CORUÑA (A);ARES;14.543;GHz;240;-2712437310.0;42939811580.0
35401310;C C -1500677;GALICIA;CORUÑA (A);CULLEREDO;14.963;GHz;240;-2712437310.0;42939811580.0
35415975;C C -1500810;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;22.113;GHz;240;-2712437310.0;42939811580.0
35430640;C C -1500810;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;23.121;GHz;240;-2712437310.0;42939811580.0
35445305;C C -1600387;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;18.085;GHz;240;-2712437310.0;42939811580.0
35459970;C C -1600387;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;19.095;GHz;240;-2712437310.0;42939811580.0
35474635;C C -1600387;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;22.0885;GHz;240;-2712437310.0;42939811580.0
35489300;C C -1600387;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;23.0965;GHz;240;-2712437310.0;42939811580.0
35503965;C C -1600402;GALICIA;CORUÑA (A);CORUÑA (A);6715.0;MHz;240;-2712437310.0;42939811580.0
35518630;C C -1600402;GALICIA;CORUÑA (A);NARON;7055.0;MHz;240;-2712437310.0;42939811580.0
35533295;C C -1600646;GALICIA;CORUÑA (A);LOUSAME;14.9105;GHz;240;-2712437310.0;42939811580.0
35547960;C C -1600646;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;15.3305;GHz;240;-2712437310.0;42939811580.0
35562625;C C -1700184;GALICIA;CORUÑA (A);AMES;72500.0;MHz;240;-2712437310.0;42939811580.0
35577290;C C -1700184;GALICIA;CORUÑA (A);AMES;82500.0;MHz;240;-2712437310.0;42939811580.0
35591955;C C -1700184;GALICIA;CORUÑA (A);BAÑA (A);72500.0;MHz;240;-2712437310.0;42939811580.0
35606620;C C -1700184;GALICIA;CORUÑA (A);BAÑA (A);82500.0;MHz;240;-2712437310.0;42939811580.0
35621285;C C -1700184;GALICIA;CORUÑA (A);CARBALLO;72500.0;MHz;240;-2712437310.0;42939811580.0
35635950;C C -1700184;GALICIA;CORUÑA (A);CARBALLO;82500.0;MHz;240;-2712437310.0;42939811580.0
35650615;C C -1700184;GALICIA;CORUÑA (A);CARNOTA;72500.0;MHz;240;-2712437310.0;42939811580.0
35665280;C C -1700184;GALICIA;CORUÑA (A);CARNOTA;82500.0;MHz;240;-2712437310.0;42939811580.0
35679945;C C -1700184;GALICIA;CORUÑA (A);CORISTANCO;72500.0;MHz;240;-2712437310.0;42939811580.0
35694610;C C -1700184;GALICIA;CORUÑA (A);CORISTANCO;82500.0;MHz;240;-2712437310.0;42939811580.0
35709275;C C -1700184;GALICIA;CORUÑA (A);CURTIS;72500.0;MHz;240;-2712437310.0;42939811580.0
35723940;C C -1700184;GALICIA;CORUÑA (A);CURTIS;82500.0;MHz;240;-2712437310.0;42939811580.0
35738607;C C -1700184;GALICIA;CORUÑA (A);MUROS;72500.0;MHz;1450;-3000073260.0;43054277760.0
35753272;C C -1700184;GALICIA;CORUÑA (A);MUROS;73000.0;MHz;1450;-3000073260.0;43054277760.0
35767937;C C -1700184;GALICIA;CORUÑA (A);MUROS;82500.0;MHz;1450;-3000073260.0;43054277760.0
35782602;C C -1700184;GALICIA;CORUÑA (A);MUROS;83000.0;MHz;1450;-3000073260.0;43054277760.0
35797265;C C -1700184;GALICIA;CORUÑA (A);ORTIGUEIRA;72500.0;MHz;240;-2712437310.0;42939811580.0
35811930;C C -1700184;GALICIA;CORUÑA (A);ORTIGUEIRA;82500.0;MHz;240;-2712437310.0;42939811580.0
35826595;C C -1700184;GALICIA;CORUÑA (A);PORTO DO SON;72500.0;MHz;240;-2712437310.0;42939811580.0
35841260;C C -1700184;GALICIA;CORUÑA (A);PORTO DO SON;82500.0;MHz;240;-2712437310.0;42939811580.0
35855925;C C -1700203;GALICIA;CORUÑA (A);CABANA DE BERGANTIÑOS;72500.0;MHz;240;-2712437310.0;42939811580.0
35870590;C C -1700203;GALICIA;CORUÑA (A);CAMARIÑAS;72500.0;MHz;240;-2712437310.0;42939811580.0
35885255;C C -1700203;GALICIA;CORUÑA (A);CAMARIÑAS;82500.0;MHz;240;-2712437310.0;42939811580.0
35899920;C C -1700203;GALICIA;CORUÑA (A);CARBALLO;72500.0;MHz;240;-2712437310.0;42939811580.0
35914585;C C -1700203;GALICIA;CORUÑA (A);CARBALLO;82500.0;MHz;240;-2712437310.0;42939811580.0
35929250;C C -1700203;GALICIA;CORUÑA (A);FRADES;72500.0;MHz;240;-2712437310.0;42939811580.0
35943917;C C -1700203;GALICIA;CORUÑA (A);MUXIA;72500.0;MHz;1450;-3000073260.0;43054277760.0
35958582;C C -1700203;GALICIA;CORUÑA (A);MUXIA;82500.0;MHz;1450;-3000073260.0;43054277760.0
35973247;C C -1700203;GALICIA;CORUÑA (A);PINO (O);82500.0;MHz;1450;-3000073260.0;43054277760.0
35987918;C C -1700203;GALICIA;CORUÑA (A);PONTECESO;82500.0;MHz;1474;-3127917180.0;43120843580.0
36002575;C C -1700203;GALICIA;CORUÑA (A);ROIS;72500.0;MHz;240;-2712437310.0;42939811580.0
36017240;C C -1700203;GALICIA;CORUÑA (A);ROIS;82500.0;MHz;240;-2712437310.0;42939811580.0
36031905;C C -1700212;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;18.47;GHz;240;-2712437310.0;42939811580.0
36046570;C C -1700212;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;18.525;GHz;240;-2712437310.0;42939811580.0
36061235;C C -1700212;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;19.48;GHz;240;-2712437310.0;42939811580.0
36075900;C C -1700212;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;19.535;GHz;240;-2712437310.0;42939811580.0
36090565;C C -1700263;GALICIA;CORUÑA (A);CARIÑO;72500.0;MHz;240;-2712437310.0;42939811580.0
36105230;C C -1700263;GALICIA;CORUÑA (A);CARIÑO;82500.0;MHz;240;-2712437310.0;42939811580.0
36119895;C C -1700263;GALICIA;CORUÑA (A);CARNOTA;72500.0;MHz;240;-2712437310.0;42939811580.0
36134560;C C -1700263;GALICIA;CORUÑA (A);CARNOTA;82500.0;MHz;240;-2712437310.0;42939811580.0
36149225;C C -1700263;GALICIA;CORUÑA (A);CARNOTA;82750.0;MHz;240;-2712437310.0;42939811580.0
36163890;C C -1700263;GALICIA;CORUÑA (A);LAXE;72500.0;MHz;240;-2712437310.0;42939811580.0
36178555;C C -1700263;GALICIA;CORUÑA (A);LAXE;82500.0;MHz;240;-2712437310.0;42939811580.0
36193222;C C -1700263;GALICIA;CORUÑA (A);MUROS;72750.0;MHz;1450;-3000073260.0;43054277760.0
36207887;C C -1700263;GALICIA;CORUÑA (A);MUXIA;72500.0;MHz;1450;-3000073260.0;43054277760.0
36222552;C C -1700263;GALICIA;CORUÑA (A);MUXIA;82500.0;MHz;1450;-3000073260.0;43054277760.0
36237217;C C -1700264;GALICIA;CORUÑA (A);BOIRO;72500.0;MHz;1450;-3000073260.0;43054277760.0
36251882;C C -1700264;GALICIA;CORUÑA (A);BOIRO;82500.0;MHz;1450;-3000073260.0;43054277760.0
36266545;C C -1700264;GALICIA;CORUÑA (A);CABANA DE BERGANTIÑOS;72500.0;MHz;240;-2712437310.0;42939811580.0
36281210;C C -1700264;GALICIA;CORUÑA (A);CABANA DE BERGANTIÑOS;82500.0;MHz;240;-2712437310.0;42939811580.0
36295875;C C -1700264;GALICIA;CORUÑA (A);PADRON;72500.0;MHz;240;-2712437310.0;42939811580.0
36310540;C C -1700264;GALICIA;CORUÑA (A);PADRON;82500.0;MHz;240;-2712437310.0;42939811580.0
36325213;C C -1700264;GALICIA;CORUÑA (A);PONTECESO;72500.0;MHz;1474;-3127917180.0;43120843580.0
36339878;C C -1700264;GALICIA;CORUÑA (A);PONTECESO;82500.0;MHz;1474;-3127917180.0;43120843580.0
36354537;C C -1700265;GALICIA;CORUÑA (A);OROSO;72500.0;MHz;1450;-3000073260.0;43054277760.0
36369202;C C -1700265;GALICIA;CORUÑA (A);OROSO;82500.0;MHz;1450;-3000073260.0;43054277760.0
36383865;C C -1700265;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;82500.0;MHz;240;-2712437310.0;42939811580.0
36398530;C C -1700346;GALICIA;CORUÑA (A);NEDA;72500.0;MHz;240;-2712437310.0;42939811580.0
36413195;C C -1700346;GALICIA;CORUÑA (A);NEDA;82500.0;MHz;240;-2712437310.0;42939811580.0
36427860;C C -1700346;GALICIA;CORUÑA (A);PADRON;72750.0;MHz;240;-2712437310.0;42939811580.0
36442525;C C -1700346;GALICIA;CORUÑA (A);PADRON;82750.0;MHz;240;-2712437310.0;42939811580.0
36457190;C C -1700346;GALICIA;CORUÑA (A);PONTEDEUME;72500.0;MHz;240;-2712437310.0;42939811580.0
36471855;C C -1700346;GALICIA;CORUÑA (A);PONTEDEUME;82500.0;MHz;240;-2712437310.0;42939811580.0
36486520;C C -1700346;GALICIA;CORUÑA (A);TORDOIA;72500.0;MHz;240;-2712437310.0;42939811580.0
36501185;C C -1700346;GALICIA;CORUÑA (A);TORDOIA;82500.0;MHz;240;-2712437310.0;42939811580.0
36515850;C C -1700347;GALICIA;CORUÑA (A);BERGONDO;72500.0;MHz;240;-2712437310.0;42939811580.0
36530515;C C -1700347;GALICIA;CORUÑA (A);BERGONDO;82500.0;MHz;240;-2712437310.0;42939811580.0
36545180;C C -1700347;GALICIA;CORUÑA (A);CABANAS;72500.0;MHz;240;-2712437310.0;42939811580.0
36559845;C C -1700347;GALICIA;CORUÑA (A);CULLEREDO;72500.0;MHz;240;-2712437310.0;42939811580.0
36574510;C C -1700347;GALICIA;CORUÑA (A);CULLEREDO;82500.0;MHz;240;-2712437310.0;42939811580.0
36589175;C C -1700347;GALICIA;CORUÑA (A);FERROL;72500.0;MHz;240;-2712437310.0;42939811580.0
36603840;C C -1700347;GALICIA;CORUÑA (A);FERROL;82500.0;MHz;240;-2712437310.0;42939811580.0
36618505;C C -1700347;GALICIA;CORUÑA (A);PONTEDEUME;82500.0;MHz;240;-2712437310.0;42939811580.0
36633170;C C -1700347;GALICIA;CORUÑA (A);SADA;72500.0;MHz;240;-2712437310.0;42939811580.0
36647835;C C -1700347;GALICIA;CORUÑA (A);SADA;82500.0;MHz;240;-2712437310.0;42939811580.0
36662500;C C -1700348;GALICIA;CORUÑA (A);RIBEIRA;72500.0;MHz;240;-2712437310.0;42939811580.0
36677165;C C -1700348;GALICIA;CORUÑA (A);RIBEIRA;82500.0;MHz;240;-2712437310.0;42939811580.0
36691830;C C -1700388;GALICIA;CORUÑA (A);AMES;72.5;GHz;240;-2712437310.0;42939811580.0
36706495;C C -1700388;GALICIA;CORUÑA (A);AMES;82.5;GHz;240;-2712437310.0;42939811580.0
36721160;C C -1700388;GALICIA;CORUÑA (A);FERROL;72.5;GHz;240;-2712437310.0;42939811580.0
36735825;C C -1700388;GALICIA;CORUÑA (A);FERROL;82.5;GHz;240;-2712437310.0;42939811580.0
36750492;C C -1700388;GALICIA;CORUÑA (A);MONFERO;72.5;GHz;1450;-3000073260.0;43054277760.0
36765157;C C -1700388;GALICIA;CORUÑA (A);MONFERO;82.5;GHz;1450;-3000073260.0;43054277760.0
36779820;C C -1700388;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;72.5;GHz;240;-2712437310.0;42939811580.0
36794485;C C -1700388;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;82.5;GHz;240;-2712437310.0;42939811580.0
36809150;C C -1700426;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;37.0615;GHz;240;-2712437310.0;42939811580.0
36823815;C C -1700426;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;38.3215;GHz;240;-2712437310.0;42939811580.0
36838480;C C -1700559;GALICIA;CORUÑA (A);CORUÑA (A);12.765;GHz;240;-2712437310.0;42939811580.0
36853145;C C -1700559;GALICIA;CORUÑA (A);CORUÑA (A);12.793;GHz;240;-2712437310.0;42939811580.0
36867810;C C -1700559;GALICIA;CORUÑA (A);MALPICA DE BERGANTIÑOS;13.031;GHz;240;-2712437310.0;42939811580.0
36882475;C C -1700559;GALICIA;CORUÑA (A);MALPICA DE BERGANTIÑOS;13.059;GHz;240;-2712437310.0;42939811580.0
36897148;C C -1700559;GALICIA;CORUÑA (A);ZAS;12.765;GHz;1474;-3127917180.0;43120843580.0
36911813;C C -1700559;GALICIA;CORUÑA (A);ZAS;12.793;GHz;1474;-3127917180.0;43120843580.0
36926470;C C -1700560;GALICIA;CORUÑA (A);CORUÑA (A);37198.0;MHz;240;-2712437310.0;42939811580.0
36941135;C C -1700560;GALICIA;CORUÑA (A);CORUÑA (A);38458.0;MHz;240;-2712437310.0;42939811580.0
36955800;C C -1700581;GALICIA;CORUÑA (A);SAN SADURNIÑO;13031.0;MHz;240;-2712437310.0;42939811580.0
36970465;C C -1700581;GALICIA;CORUÑA (A);SOMOZAS (AS);12765.0;MHz;240;-2712437310.0;42939811580.0
36985130;C C -1700582;GALICIA;CORUÑA (A);FERROL;12933.0;MHz;240;-2712437310.0;42939811580.0
36999795;C C -1700582;GALICIA;CORUÑA (A);SAN SADURNIÑO;13199.0;MHz;240;-2712437310.0;42939811580.0
37014460;C C -1700676;GALICIA;CORUÑA (A);ARES;28.9625;GHz;240;-2712437310.0;42939811580.0
37029125;C C -1700676;GALICIA;CORUÑA (A);NARON;27.9545;GHz;240;-2712437310.0;42939811580.0
37043790;C C -1800066;GALICIA;CORUÑA (A);CARIÑO;22.099;GHz;240;-2712437310.0;42939811580.0
37058455;C C -1800066;GALICIA;CORUÑA (A);ORTIGUEIRA;23.107;GHz;240;-2712437310.0;42939811580.0
37073122;C C -1800252;GALICIA;CORUÑA (A);BOIRO;23.198;GHz;1450;-3000073260.0;43054277760.0
37087785;C C -1800252;GALICIA;CORUÑA (A);POBRA DO CARAMIÑAL (A);22.19;GHz;240;-2712437310.0;42939811580.0
37102452;C C -1800253;GALICIA;CORUÑA (A);BOIRO;38.094;GHz;1450;-3000073260.0;43054277760.0
37117117;C C -1800253;GALICIA;CORUÑA (A);BOIRO;39.354;GHz;1450;-3000073260.0;43054277760.0
37131780;C C -1800253;GALICIA;CORUÑA (A);POBRA DO CARAMIÑAL (A);37.59;GHz;240;-2712437310.0;42939811580.0
37146445;C C -1800253;GALICIA;CORUÑA (A);POBRA DO CARAMIÑAL (A);38.85;GHz;240;-2712437310.0;42939811580.0
37161112;C C -1800316;GALICIA;CORUÑA (A);BOQUEIXON;23.114;GHz;1450;-3000073260.0;43054277760.0
37175783;C C -1800316;GALICIA;CORUÑA (A);TEO;22.106;GHz;1474;-3127917180.0;43120843580.0
37190440;C C -1800326;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;37.0615;GHz;240;-2712437310.0;42939811580.0
37205105;C C -1800326;GALICIA;CORUÑA (A);SANTIAGO DE COMPOSTELA;38.3215;GHz;240;-2712437310.0;42939811580.0
37219770;C C -1800398;GALICIA;CORUÑA (A);CORUÑA (A);38.157;GHz;240;-2712437310.0;42939811580.0
37234435;C C -1800398;GALICIA;CORUÑA (A);CORUÑA (A);39.417;GHz;240;-2712437310.0;42939811580.0
37249100;C C -1800401;GALICIA;CORUÑA (A);CORUÑA (A);38.101;GHz;240;-2712437310.0;42939811580.0
37263765;C C -1800401;GALICIA;CORUÑA (A);CORUÑA (A);39.361;GHz;240;-2712437310.0;42939811580.0
37278430;A ZZ-1600665;ILLES BALEARS;ILLES BALEARS;SANT JOAN DE LABRITJA;4037.5;MHz;240;-2712437310.0;42939811580.0
37293095;A ZZ-1600665;ILLES BALEARS;ILLES BALEARS;SANT JOAN DE LABRITJA;4095.5;MHz;240;-2712437310.0;42939811580.0
37307760;A ZZ-1600665;ILLES BALEARS;ILLES BALEARS;SANT JOAN DE LABRITJA;4153.5;MHz;240;-2712437310.0;42939811580.0
37322425;M PM-0000984;ILLES BALEARS;ILLES BALEARS;MARRATXI;18.305;GHz;240;-2712437310.0;42939811580.0
37337090;M PM-0000984;ILLES BALEARS;ILLES BALEARS;MARRATXI;18.525;GHz;240;-2712437310.0;42939811580.0
37351755;M PM-0000984;ILLES BALEARS;ILLES BALEARS;PALMA;19.315;GHz;240;-2712437310.0;42939811580.0
37366420;M PM-0000984;ILLES BALEARS;ILLES BALEARS;PALMA;19.535;GHz;240;-2712437310.0;42939811580.0
37381085;M PM-0356002;ILLES BALEARS;ILLES BALEARS;FORMENTERA;5945.2;MHz;240;-2712437310.0;42939811580.0
37395750;M PM-0356002;ILLES BALEARS;ILLES BALEARS;FORMENTERA;6004.5;MHz;240;-2712437310.0;42939811580.0
37410415;M PM-0356002;ILLES BALEARS;ILLES BALEARS;SANTA EULARIA DES RIU;6197.24;MHz;240;-2712437310.0;42939811580.0
37425080;M PM-0356002;ILLES BALEARS;ILLES BALEARS;SANTA EULARIA DES RIU;6256.54;MHz;240;-2712437310.0;42939811580.0
37439745;M PM-0500360;ILLES BALEARS;ILLES BALEARS;BUNYOLA;14.543;GHz;240;-2712437310.0;42939811580.0
37454410;M PM-0500360;ILLES BALEARS;ILLES BALEARS;BUNYOLA;14.571;GHz;240;-2712437310.0;42939811580.0
37469075;M PM-0500360;ILLES BALEARS;ILLES BALEARS;BUNYOLA;14.599;GHz;240;-2712437310.0;42939811580.0
37483748;M PM-0500360;ILLES BALEARS;ILLES BALEARS;SINEU;14.963;GHz;1474;-3127917180.0;43120843580.0
37498413;M PM-0500360;ILLES BALEARS;ILLES BALEARS;SINEU;14.991;GHz;1474;-3127917180.0;43120843580.0
37513078;M PM-0500360;ILLES BALEARS;ILLES BALEARS;SINEU;15.019;GHz;1474;-3127917180.0;43120843580.0
37527735;M PM-9800858;ILLES BALEARS;ILLES BALEARS;BUNYOLA;12.765;GHz;240;-2712437310.0;42939811580.0
37542400;M PM-9800858;ILLES BALEARS;ILLES BALEARS;BUNYOLA;12.793;GHz;240;-2712437310.0;42939811580.0
37557065;M PM-9800858;ILLES BALEARS;ILLES BALEARS;BUNYOLA;12.933;GHz;240;-2712437310.0;42939811580.0
37571730;M PM-9800858;ILLES BALEARS;ILLES BALEARS;BUNYOLA;12.961;GHz;240;-2712437310.0;42939811580.0
37586395;M PM-9800858;ILLES BALEARS;ILLES BALEARS;PALMA;13.031;GHz;240;-2712437310.0;42939811580.0
37601060;M PM-9800858;ILLES BALEARS;ILLES BALEARS;PALMA;13.059;GHz;240;-2712437310.0;42939811580.0
37615725;M PM-9800858;ILLES BALEARS;ILLES BALEARS;PALMA;13.199;GHz;240;-2712437310.0;42939811580.0
37630390;M PM-9800858;ILLES BALEARS;ILLES BALEARS;PALMA;13.227;GHz;240;-2712437310.0;42939811580.0
37645055;PMPM-0400021;ILLES BALEARS;ILLES BALEARS;ALGAIDA;12.877;GHz;240;-2712437310.0;42939811580.0
37659720;PMPM-0400021;ILLES BALEARS;ILLES BALEARS;ALGAIDA;12.905;GHz;240;-2712437310.0;42939811580.0
37674385;PMPM-0400021;ILLES BALEARS;ILLES BALEARS;PALMA;13.143;GHz;240;-2712437310.0;42939811580.0
37689050;PMPM-0400021;ILLES BALEARS;ILLES BALEARS;PALMA;13.171;GHz;240;-2712437310.0;42939811580.0
37703715;PMPM-0600011;ILLES BALEARS;ILLES BALEARS;MARRATXI;17.865;GHz;240;-2712437310.0;42939811580.0
37718380;PMPM-0600011;ILLES BALEARS;ILLES BALEARS;MARRATXI;18.03;GHz;240;-2712437310.0;42939811580.0
37733045;PMPM-0600011;ILLES BALEARS;ILLES BALEARS;MARRATXI;18.085;GHz;240;-2712437310.0;42939811580.0
37747710;PMPM-0600011;ILLES BALEARS;ILLES BALEARS;PALMA;18.875;GHz;240;-2712437310.0;42939811580.0
37762375;PMPM-0600011;ILLES BALEARS;ILLES BALEARS;PALMA;19.04;GHz;240;-2712437310.0;42939811580.0
37777040;PMPM-0600011;ILLES BALEARS;ILLES BALEARS;PALMA;19.095;GHz;240;-2712437310.0;42939811580.0
37791705;PMPM-0800035;ILLES BALEARS;ILLES BALEARS;BUNYOLA;12793.0;MHz;240;-2712437310.0;42939811580.0
37806370;PMPM-0800035;ILLES BALEARS;ILLES BALEARS;BUNYOLA;12933.0;MHz;240;-2712437310.0;42939811580.0
37821035;PMPM-0800035;ILLES BALEARS;ILLES BALEARS;BUNYOLA;12961.0;MHz;240;-2712437310.0;42939811580.0
37835700;PMPM-0800035;ILLES BALEARS;ILLES BALEARS;CALVIA;13059.0;MHz;240;-2712437310.0;42939811580.0
37850365;PMPM-0800035;ILLES BALEARS;ILLES BALEARS;CALVIA;13199.0;MHz;240;-2712437310.0;42939811580.0
37865030;PMPM-0800035;ILLES BALEARS;ILLES BALEARS;CALVIA;13227.0;MHz;240;-2712437310.0;42939811580.0
37879695;PMPM-0800035;ILLES BALEARS;ILLES BALEARS;CALVIA;18305.0;MHz;240;-2712437310.0;42939811580.0
37894360;PMPM-0800035;ILLES BALEARS;ILLES BALEARS;CALVIA;18470.0;MHz;240;-2712437310.0;42939811580.0
37909025;PMPM-0800035;ILLES BALEARS;ILLES BALEARS;CALVIA;18525.0;MHz;240;-2712437310.0;42939811580.0
37923690;PMPM-0800035;ILLES BALEARS;ILLES BALEARS;CALVIA;19315.0;MHz;240;-2712437310.0;42939811580.0
37938355;PMPM-0800035;ILLES BALEARS;ILLES BALEARS;CALVIA;19480.0;MHz;240;-2712437310.0;42939811580.0
37953020;PMPM-0800035;ILLES BALEARS;ILLES BALEARS;CALVIA;19535.0;MHz;240;-2712437310.0;42939811580.0
37967685;PMPM-0800422;ILLES BALEARS;ILLES BALEARS;FORMENTERA;5945.2;MHz;240;-2712437310.0;42939811580.0
37982350;PMPM-0800422;ILLES BALEARS;ILLES BALEARS;FORMENTERA;6063.8;MHz;240;-2712437310.0;42939811580.0
37997015;PMPM-0800422;ILLES BALEARS;ILLES BALEARS;SANT JOAN DE LABRITJA;6197.24;MHz;240;-2712437310.0;42939811580.0
38011680;PMPM-0800422;ILLES BALEARS;ILLES BALEARS;SANT JOAN DE LABRITJA;6315.84;MHz;240;-2712437310.0;42939811580.0
38026345;PMPM-0800423;ILLES BALEARS;ILLES BALEARS;ANDRATX;14.599;GHz;240;-2712437310.0;42939811580.0
38041010;PMPM-0800423;ILLES BALEARS;ILLES BALEARS;ANDRATX;22.19;GHz;240;-2712437310.0;42939811580.0
38055675;PMPM-0800423;ILLES BALEARS;ILLES BALEARS;ANDRATX;23.198;GHz;240;-2712437310.0;42939811580.0
38070340;PMPM-0800423;ILLES BALEARS;ILLES BALEARS;CALVIA;15.019;GHz;240;-2712437310.0;42939811580.0
38085005;PMPM-0900169;ILLES BALEARS;ILLES BALEARS;BUNYOLA;5945.2;MHz;240;-2712437310.0;42939811580.0
38099670;PMPM-0900169;ILLES BALEARS;ILLES BALEARS;PALMA;6197.24;MHz;240;-2712437310.0;42939811580.0
38114335;PMPM-1000125;ILLES BALEARS;ILLES BALEARS;ALAIOR;14739.0;MHz;240;-2712437310.0;42939811580.0
38129000;PMPM-1000125;ILLES BALEARS;ILLES BALEARS;ALAIOR;23079.0;MHz;240;-2712437310.0;42939811580.0
38143665;PMPM-1000125;ILLES BALEARS;ILLES BALEARS;CASTELL (ES);23534.0;MHz;240;-2712437310.0;42939811580.0
38158330;PMPM-1000125;ILLES BALEARS;ILLES BALEARS;CIUTADELLA DE MENORCA;7610.0;MHz;240;-2712437310.0;42939811580.0
38172995;PMPM-1000125;ILLES BALEARS;ILLES BALEARS;CIUTADELLA DE MENORCA;14739.0;MHz;240;-2712437310.0;42939811580.0
38187660;PMPM-1000125;ILLES BALEARS;ILLES BALEARS;CIUTADELLA DE MENORCA;15159.0;MHz;240;-2712437310.0;42939811580.0
38202325;PMPM-1000125;ILLES BALEARS;ILLES BALEARS;CIUTADELLA DE MENORCA;22071.0;MHz;240;-2712437310.0;42939811580.0
38216990;PMPM-1000125;ILLES BALEARS;ILLES BALEARS;CIUTADELLA DE MENORCA;22099.0;MHz;240;-2712437310.0;42939811580.0
38231655;PMPM-1000125;ILLES BALEARS;ILLES BALEARS;CIUTADELLA DE MENORCA;23079.0;MHz;240;-2712437310.0;42939811580.0
38246320;PMPM-1000125;ILLES BALEARS;ILLES BALEARS;CIUTADELLA DE MENORCA;23107.0;MHz;240;-2712437310.0;42939811580.0
