;Referencia;Titular;NIF/CIF;Domicilio social;Localidad;Provincia;C. Postal;F. Concesion;F. Caducidad;Susceptible cesion;Susceptible mutualizacion;Obtenido por transferencia;dia_concesion;mes_concesion;año_concesion
4231;V V -2001557;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2020-10-14;2025-12-31;True;False;False;1904;159;5
4232;V V -2001577;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-10-14;2025-12-31;True;False;False;1904;159;5
4233;V V -2001600;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2020-03-11;2025-12-31;True;False;False;2121;177;6
4234;V V -2001658;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2020-10-20;2025-12-31;True;False;False;1898;158;5
4235;V V -2001671;OPERADORA IBERICA DE REDES Y SERVICIOS DE TELECOMUNICACIONES SL;B93366672;CALLE SALVADOR SEGUI, 8. BAJOº;MONTSERRAT;VALENCIA/VALÈNCIA;46192;2020-10-22;2025-12-31;True;False;False;1896;158;5
4236;V V -2001860;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2020-02-12;2025-12-31;True;False;False;2149;179;6
4237;V V -2100019;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2021-01-29;2026-12-31;True;False;False;2162;180;6
4239;V V -2100028;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-03-30;2026-12-31;True;False;False;2102;175;6
4240;V V -2100073;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-05-04;2026-12-31;True;False;False;2067;172;6
4241;V V -2100074;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-05-04;2026-12-31;True;False;False;2067;172;6
4242;V V -2100085;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-03-24;2026-12-31;True;False;False;2108;176;6
4243;V V -2100091;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2021-03-24;2026-12-31;True;False;False;2108;176;6
4244;V V -2100149;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-02-23;2026-12-31;True;False;False;2137;178;6
4245;V V -2100153;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2021-09-03;2026-12-31;True;False;False;1945;162;5
4246;V V -2100154;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2021-04-21;2026-12-31;True;False;False;2080;173;6
4247;V V -2100201;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2021-04-16;2026-12-31;True;False;False;2085;174;6
4248;V V -2100281;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-03-24;2026-12-31;True;False;False;2108;176;6
4250;V V -2100306;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28807;2021-05-04;2026-12-31;True;False;False;2067;172;6
4251;V V -2100332;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-04-16;2026-12-31;True;False;False;2085;174;6
4252;V V -2100429;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-04-05;2026-12-31;True;False;False;2096;175;6
4253;V V -2100453;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-10-05;2026-12-31;True;False;False;1913;159;5
4254;V V -2100469;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-05-13;2026-12-31;False;False;False;2058;172;6
4255;V V -2100486;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-05-13;2026-12-31;True;False;False;2058;172;6
4256;V V -2100491;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-05-25;2026-12-31;True;False;False;2046;170;6
4257;V V -2100540;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-05-13;2026-12-31;False;False;False;2058;172;6
4258;V V -2100541;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-05-13;2026-12-31;False;False;False;2058;172;6
4259;V V -2100592;SOLUCIONS VALENCIANES I NOVES TECNOLOGIES SOCIEDAD LIMITADA;B97954135;CALLE MALLORCA, 1.;RIBA-ROJA DEL TURIA;VALENCIA/VALÈNCIA;46190;2021-05-25;2026-12-31;True;False;False;2046;170;6
4261;V V -2100600;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2021-07-06;2026-12-31;True;False;False;2004;167;6
4262;V V -2100623;OPERADORA IBERICA DE REDES Y SERV. DE TELEC. S.L.;B93366672;CALLE SALVADOR SEGUI, 8.;MONTSERRAT;VALENCIA/VALÈNCIA;46192;2021-03-06;2026-12-31;True;False;False;2126;177;6
4263;V V -2100637;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-07-06;2026-12-31;False;False;False;2004;167;6
4264;V V -2100914;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-02-08;2026-12-31;True;False;False;2152;179;6
4265;V V -2100915;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-02-08;2026-12-31;True;False;False;2152;179;6
4266;V V -2100916;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-02-08;2026-12-31;True;False;False;2152;179;6
4267;V V -2100964;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-08-30;2026-12-31;True;False;False;1949;162;5
4268;V V -2101093;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2021-09-30;2026-12-31;True;False;False;1918;160;5
4269;V V -2101094;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-09-21;2026-12-31;True;False;False;1927;161;5
4270;V V -2101180;TRADIA TELECOM, S.A.;A61902045;AVDA PARC LOGÍSTICO, 12.;BARCELONA;BARCELONA;8040;2021-08-11;2026-12-31;True;False;False;1968;164;5
4272;V V -2101194;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-10-14;2026-12-31;True;False;False;1904;159;5
4273;V V -2101235;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-11-16;2026-12-31;False;False;False;1871;156;5
4274;V V -2101318;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2021-12-16;2026-12-31;True;False;False;1841;153;5
4275;V V -2101344;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-12-20;2026-12-31;True;False;False;1837;153;5
4276;V V -2101380;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-12-23;2026-12-31;False;False;False;1834;153;5
4277;V V -2101401;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-01-14;2027-12-31;True;False;False;2177;181;6
4278;V V -2101402;VODAFONE ONO S.A.;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-01-14;2027-12-31;True;False;False;2177;181;6
4279;V V -2200001;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-01-14;2027-12-31;True;False;False;2177;181;6
4280;V V -2200042;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-01-18;2027-12-31;True;False;False;2173;181;6
4281;V V -2200068;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-03-02;2027-12-31;True;False;False;2130;178;6
4283;V V -2200070;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-01-25;2027-12-31;True;False;False;2166;180;6
4284;V V -2200106;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-09-02;2027-12-31;False;False;False;1946;162;5
4285;V V -2200178;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-02-15;2027-12-31;True;False;False;2145;179;6
4286;V V -2200302;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-03-22;2027-12-31;True;False;False;2110;176;6
4287;V V -2200303;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-03-22;2027-12-31;True;False;False;2110;176;6
4288;V V -2200304;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-03-22;2027-12-31;True;False;False;2110;176;6
4289;V V -2200305;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-03-22;2027-12-31;True;False;False;2110;176;6
4290;V V -2200306;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-03-22;2027-12-31;True;False;False;2110;176;6
4291;V V -2200350;NADUNET TELECOM SL;B98916133;CALLE VALENCIA, 72. BAJOº IZQ;NAQUERA;VALENCIA/VALÈNCIA;46119;2022-04-04;2027-12-31;True;False;False;2097;175;6
4292;V V -2200427;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-04-19;2027-12-31;False;False;False;2082;174;6
4294;V V -2200449;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-04-28;2027-12-31;False;False;False;2073;173;6
4295;V V -2200567;VODAFONE ONO S.A.;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-05-19;2027-12-31;True;False;False;2052;171;6
4296;V V -2200577;VODAFONE ONO S.A.;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-05-19;2027-12-31;True;False;False;2052;171;6
4297;V V -2200587;VODAFONE ONO S.A.;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-05-24;2027-12-31;True;False;False;2047;171;6
4298;V V -2200743;XFERA MOVILES, S.A.U.;A82528548;AVDA ALCOBENDAS, 38.;ALCOBENDAS;MADRID;28108;2022-06-13;2027-12-31;False;False;False;2027;169;6
4299;V V -2200748;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-06-21;2027-12-31;False;False;False;2019;168;6
4300;V V -2200749;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2022-06-16;2027-12-31;False;False;False;2024;169;6
4301;V V -2200750;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2022-06-16;2027-12-31;True;False;False;2024;169;6
4302;V V -2200751;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2022-06-16;2027-12-31;True;False;False;2024;169;6
4303;V V -2200752;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2022-06-16;2027-12-31;True;False;False;2024;169;6
4305;BABA-0600037;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2006-11-20;2026-12-31;True;False;False;7346;612;20
4306;BABA-0600038;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2006-11-20;2026-12-31;True;False;False;7346;612;20
4307;BABA-0600039;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2006-11-20;2026-12-31;True;False;False;7346;612;20
4308;BABA-0600040;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2006-11-23;2026-12-31;True;False;False;7343;612;20
4309;BABA-0800140;RETEVISION I, SAU;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2008-11-14;2023-12-31;True;False;False;5525;460;15
4310;BABA-1100019;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2011-05-13;2026-12-31;True;False;False;5711;476;16
4311;BABA-1100076;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2011-04-11;2026-12-31;False;False;False;5743;479;16
4312;BABA-1100173;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2011-12-19;2026-12-31;True;False;False;5491;458;15
4313;BABA-1200054;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2012-08-06;2022-12-31;True;False;False;3799;317;11
4314;BABA-1200246;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2012-11-23;2022-12-31;True;False;False;3690;308;10
4316;BABA-1200318;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2012-10-12;2022-12-31;True;False;False;3732;311;10
4317;BABA-1300004;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-08-03;2023-12-31;True;False;False;3802;317;11
4318;BABA-1300268;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2014-02-21;2024-12-31;True;False;False;3966;330;11
4319;BABA-1300298;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2014-01-15;2024-12-31;True;False;False;4003;334;11
4320;BABA-1300302;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2014-01-27;2024-12-31;True;False;False;3991;333;11
4321;BABA-1400049;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2014-03-17;2022-06-30;True;False;False;3027;252;8
4322;BABA-1400106;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2014-02-04;2024-12-31;True;False;False;3983;332;11
4323;BABA-1400144;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2014-04-30;2024-12-31;True;False;False;3898;325;11
4324;BABA-1500003;AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL;B53704599;CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL);ELCHE;ALICANTE/ALACANT;3203;2015-04-02;2025-12-31;True;False;False;3926;327;11
4325;BABA-1500014;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2015-04-02;2025-12-31;True;False;False;3926;327;11
4327;BABA-1500135;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2015-11-05;2025-12-31;True;False;False;3709;309;10
4328;BABA-1500273;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2015-10-14;2025-12-31;True;False;False;3731;311;10
4329;BABA-1500416;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2016-01-14;2026-12-31;True;False;False;4004;334;11
4330;BABA-1600126;AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL;B53704599;CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL);ELCHE;ALICANTE/ALACANT;3203;2016-03-21;2026-12-31;True;False;False;3937;328;11
4331;BABA-1600127;AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL;B53704599;CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL);ELCHE;ALICANTE/ALACANT;3203;2016-03-21;2026-12-31;True;False;False;3937;328;11
4332;BABA-1600356;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2016-10-19;2026-12-31;True;False;False;3725;310;10
4333;BABA-1700110;ORANGE ESPAGNE SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2017-03-29;2022-12-31;True;False;False;2103;175;6
4334;BABA-1700112;ANTISA TELECOM SL;B02991644;CL BAÑOS, 17;ALANGE;BADAJOZ;6840;2017-03-29;2022-12-31;True;False;False;2103;175;6
4335;BABA-1700118;RETEVISION I, SAU;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2017-03-17;2022-12-31;True;False;False;2115;176;6
4336;BABA-1700179;RETEVISION I, SAU;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2017-05-29;2022-12-31;True;False;False;2042;170;6
4338;BABA-1700359;CIUDAD SIN CABLES TELECOM;B13495106;CALLE ALMAGRO, 16;BOLAÑOS DE CALATRAVA;CIUDAD REAL;13260;2017-11-10;2022-12-31;True;False;False;1877;156;5
4339;BABA-1800031;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2018-03-15;2023-12-31;True;False;False;2117;176;6
4340;BABA-1800073;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2018-03-27;2023-12-31;False;False;False;2105;175;6
4341;BABA-1800196;RETEVISION I, SAU;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2018-08-08;2023-12-31;True;False;False;1971;164;5
4342;BABA-1900103;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2019-03-15;2024-12-31;False;False;False;2118;176;6
4343;BABA-1900134;ORANGE ESPAGNE SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2019-10-04;2024-12-31;False;False;False;1915;160;5
4344;BABA-1900164;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2019-04-22;2024-12-31;False;False;False;2080;173;6
4345;BABA-1900165;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2019-04-22;2024-12-31;False;False;False;2080;173;6
4346;BABA-1900330;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2019-10-14;2024-12-31;False;False;False;1905;159;5
4347;BABA-1900405;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2020-03-03;2025-12-31;True;False;False;2129;177;6
4349;BABA-1900406;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2020-02-25;2025-12-31;True;False;False;2136;178;6
4350;BABA-2000007;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2020-11-05;2025-12-31;True;False;False;1882;157;5
4351;BABA-2000079;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2020-05-06;2025-12-31;False;False;False;2065;172;6
4352;BABA-2000172;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2020-09-15;2025-12-31;False;False;False;1933;161;5
4353;BABA-2000222;ORANGE ESPAÑA SA;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-10-11;2025-12-31;False;False;False;1907;159;5
4354;BABA-2000253;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2020-11-13;2025-12-31;False;False;False;1874;156;5
4355;BABA-2000334;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2020-03-12;2025-12-31;False;False;False;2120;177;6
4356;BABA-2000363;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2021-01-27;2026-12-31;False;False;False;2164;180;6
4357;BABA-2100051;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2021-11-03;2026-12-31;False;False;False;1884;157;5
4358;BABA-2100122;ORANGE ESPAGNE, S.A.U;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-10-05;2026-12-31;False;False;False;1913;159;5
4360;BABA-2100123;ORANGE ESPAGNE, S.A.U;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-10-05;2026-12-31;False;False;False;1913;159;5
4361;BABA-2100154;ORANGE ESPAGNE, S.A.U.;A82009812;CALLE PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-10-05;2026-12-31;False;False;False;1913;159;5
4362;BABA-2100194;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-05-28;2026-12-31;False;False;False;2043;170;6
4363;BABA-2100245;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-06-07;2026-12-31;False;False;False;2033;169;6
4364;BABA-2100250;MARIA JOSEFA SILVERO PARRA;09186581J;CALLE GARCIA LORCA, 6.;ARROYO DE SAN SERVAN;BADAJOZ;6850;2021-06-07;2026-12-31;True;False;False;2033;169;6
4365;BABA-2100461;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2021-10-14;2026-12-31;False;False;False;1904;159;5
4366;BABA-2100474;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-10-14;2026-12-31;False;False;False;1904;159;5
4367;BABA-2100564;FIBRA TDA COMUNICACIONES S.L.;B06720205;CALLE DEL PILAR, 13.;ALBURQUERQUE;BADAJOZ;6510;2021-11-29;2026-12-31;True;False;False;1858;155;5
4368;BABA-2100668;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2022-02-22;2027-12-31;False;False;False;2138;178;6
4369;BABA-2200056;JEYCA TECNOLOGIA Y MEDIO AMBIENTE SOCIEDAD LIMITADA;B91707703;CALLE PIMIENTA, 6.;ALCALÁ DEL RÍO;SEVILLA;41200;2022-02-03;2027-12-31;True;False;False;2157;180;6
4371;BABA-2200112;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-03-14;2027-12-31;False;False;False;2118;176;6
4372;BABA-2200113;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-03-14;2027-12-31;False;False;False;2118;176;6
4373;BABA-2200114;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-03-14;2027-12-31;False;False;False;2118;176;6
4374;BABA-2200115;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-03-14;2027-12-31;False;False;False;2118;176;6
4375;BABA-2200247;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-04-25;2027-12-31;False;False;False;2076;173;6
4376;BABA-2200268;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-05-17;2027-12-31;False;False;False;2054;171;6
4377;BABA-2200269;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-05-17;2027-12-31;False;False;False;2054;171;6
4378;BABA-2200352;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-03-06;2027-12-31;False;False;False;2126;177;6
4379;BABA-2200360;VODAFONE ONO S.A.;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-06-13;2027-12-31;True;False;False;2027;169;6
4380;BAZZ-1500002;AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL;B53704599;CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL);ELCHE;ALICANTE/ALACANT;3203;2015-04-02;2025-12-31;True;False;False;3926;327;11
4382;BAZZ-1500134;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2015-05-13;2025-12-31;True;False;False;3885;324;11
4383;BAZZ-2000169;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIÚ, 11.;MADRID;MADRID;28007;2020-03-09;2025-12-31;True;False;False;2123;177;6
4384;CCCC-0600015;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2006-11-20;2026-12-31;True;False;False;7346;612;20
4385;CCCC-0600016;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2006-11-20;2026-12-31;True;False;False;7346;612;20
4386;CCCC-0600019;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2006-11-20;2026-12-31;True;False;False;7346;612;20
4387;CCCC-0800009;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2008-01-30;2023-12-31;True;False;False;5814;484;16
4388;CCCC-0800043;MARQUES BIDCO SL;B88419569;CL PEDRO TEIXEIRA, 8. 6º;MADRID;MADRID;28020;2008-04-04;2023-12-31;True;False;True;5749;479;16
4389;CCCC-0800061;MARQUES BIDCO SL;B88419569;CL PEDRO TEIXEIRA, 8. 6º;MADRID;MADRID;28020;2008-03-07;2023-12-31;True;False;True;5777;481;16
4390;CCCC-1200073;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2012-09-26;2022-12-31;True;False;False;3748;312;10
4391;CCCC-1200132;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2012-05-10;2022-12-31;True;False;False;3887;324;11
4393;CCCC-1200148;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2012-07-11;2022-12-31;True;False;False;3825;319;11
4394;CCCC-1200200;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-01-17;2023-12-31;True;False;False;4000;333;11
