;Referencia;Titular;NIF/CIF;Domicilio social;Localidad;Provincia;C. Postal;F. Concesion;F. Caducidad;Susceptible cesion;Susceptible mutualizacion;Obtenido por transferencia;dia_concesion;mes_concesion;año_concesion
4395;CCCC-1200201;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-01-17;2023-12-31;True;False;False;4000;333;11
4396;CCCC-1200226;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-02-19;2023-12-31;True;False;False;3967;331;11
4397;CCCC-1200227;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-02-19;2023-12-31;True;False;False;3967;331;11
4398;CCCC-1200228;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2013-01-28;2023-12-31;True;False;False;3989;332;11
4399;CCCC-1200229;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-04-02;2023-12-31;True;False;False;3925;327;11
4400;CCCC-1200230;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-02-19;2023-12-31;True;False;False;3967;331;11
4401;CCCC-1300259;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2013-05-20;2023-12-31;True;False;False;3877;323;11
4402;CCCC-1300372;XFERA MOVILES, S.A.U.;A82528548;AVDA ALCOBENDAS, 38.;ALCOBENDAS;MADRID;28108;2013-10-16;2023-12-31;True;False;False;3728;311;10
4404;CCCC-1300429;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2014-02-21;2024-12-31;True;False;False;3966;330;11
4405;CCCC-1300472;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2014-03-20;2024-12-31;True;False;False;3939;328;11
4406;CCCC-1400193;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2015-01-22;2025-12-31;True;False;False;3996;333;11
4407;CCCC-1500008;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2015-04-02;2025-12-31;True;False;False;3926;327;11
4408;CCCC-1500041;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2015-04-17;2025-12-31;True;False;False;3911;326;11
4409;CCCC-1500056;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2015-04-27;2025-12-31;True;False;False;3901;325;11
4410;CCCC-1500057;AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL;B53704599;CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL);ELCHE;ALICANTE/ALACANT;3203;2015-04-30;2025-12-31;True;False;False;3898;325;11
4411;CCCC-1500058;AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL;B53704599;CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL);ELCHE;ALICANTE/ALACANT;3203;2015-04-30;2025-12-31;True;False;False;3898;325;11
4412;CCCC-1500059;AIRE NETWORKS DEL MEDITERRANEO SL UNIPERSONAL;B53704599;CL RAMON Y CAJAL,11 (PARQUE EMPRESARIAL);ELCHE;ALICANTE/ALACANT;3203;2015-04-30;2025-12-31;True;False;False;3898;325;11
4413;CCCC-1500105;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2015-12-06;2025-12-31;True;False;False;3678;306;10
4415;CCCC-1500106;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2015-06-17;2025-12-31;True;False;False;3850;321;11
4416;CCCC-1600070;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2016-01-04;2026-12-31;True;False;False;4014;334;11
4417;CCCC-1600089;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2016-11-04;2026-12-31;True;False;False;3709;309;10
4418;CCCC-1600411;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2016-12-19;2026-12-31;True;False;False;3664;305;10
4419;CCCC-1700071;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2017-09-02;2022-12-31;True;False;False;1946;162;5
4420;CCCC-1700405;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2017-12-15;2022-12-31;True;False;False;1842;154;5
4421;CCCC-1800156;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2018-08-08;2023-12-31;True;False;False;1971;164;5
4422;CCCC-1800174;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2018-03-09;2023-12-31;True;False;False;2123;177;6
4423;CCCC-1800258;CVIP SOLUCIONES TECNOLOGICAS ALTERNATIVAS SL;B10464709;CL SAN JOSE, 5. 3º D;PLASENCIA;CÁCERES;10600;2018-10-22;2023-12-31;False;False;False;1896;158;5
4424;CCCC-1900132;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2019-05-04;2024-12-31;False;False;False;2068;172;6
4426;CCCC-1900133;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2019-05-04;2024-12-31;False;False;False;2068;172;6
4427;CCCC-1900145;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2019-04-25;2024-12-31;True;False;False;2077;173;6
4428;CCCC-1900149;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2019-04-15;2024-12-31;True;False;False;2087;174;6
4429;CCCC-1900318;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2019-04-09;2024-12-31;False;False;False;2093;174;6
4430;CCCC-1900354;TELEVISION TRUJILLO SL;B10110039;AV EXTREMADURA, 0;TRUJILLO;CÁCERES;10200;2019-09-18;2024-12-31;False;False;False;1931;161;5
4431;CCCC-1900598;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2019-11-16;2024-12-31;True;False;False;1872;156;5
4432;CCCC-1900673;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2020-04-02;2025-12-31;True;False;False;2099;175;6
4433;CCCC-1900681;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2020-04-02;2025-12-31;True;False;False;2099;175;6
4434;CCCC-1900697;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2020-06-03;2025-12-31;True;False;False;2037;170;6
4435;CCCC-1900698;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2020-06-03;2025-12-31;True;False;False;2037;170;6
4437;CCCC-2000003;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-04-21;2025-12-31;False;False;False;2080;173;6
4438;CCCC-2000004;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-04-21;2025-12-31;False;False;False;2080;173;6
4439;CCCC-2000006;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2020-04-21;2025-12-31;False;False;False;2080;173;6
4440;CCCC-2000121;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115;MADRID;MADRID;28042;2020-08-07;2025-12-31;True;False;False;1972;164;5
4441;CCCC-2000168;TELEVISION TRUJILLO SL;B10110039;AVDA EXTREMADURA, 13.;TRUJILLO;CÁCERES;10200;2020-09-17;2025-12-31;False;False;False;1931;161;5
4442;CCCC-2000169;TELEVISION TRUJILLO SL;B10110039;AVDA EXTREMADURA, 13.;TRUJILLO;CÁCERES;10200;2020-09-17;2025-12-31;True;False;False;1931;161;5
4443;CCCC-2000208;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIU, 11.;MADRID;MADRID;28007;2020-09-24;2025-12-31;True;False;False;1924;160;5
4444;CCCC-2000210;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2020-06-10;2025-12-31;True;False;False;2030;169;6
4445;CCCC-2000339;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2021-04-01;2026-12-31;False;False;False;2100;175;6
4446;CCCC-2100013;ORANGE ESPAGNE S.A.U;A82009812;PASEO CLUB DEPORTIVO, 1.;POZUELO DE ALARCÓN;MADRID;28223;2021-08-02;2026-12-31;False;False;False;1977;165;5
4448;CCCC-2100153;TELEVISION TRUJILLO SL;B10110039;AVDA EXTREMADURA, 13.;TRUJILLO;CÁCERES;10200;2021-03-26;2026-12-31;False;False;False;2106;176;6
4449;CCCC-2100232;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-04-27;2026-12-31;False;False;False;2074;173;6
4450;CCCC-2100287;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2021-05-28;2026-12-31;True;False;False;2043;170;6
4451;CCCC-2100302;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-09-06;2026-12-31;False;False;False;1942;162;5
4452;CCCC-2100337;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-06-07;2026-12-31;False;False;False;2033;169;6
4453;CCCC-2100341;CVIP SOLUCIONES TECNOLOGICAS ALTERNATIVAS SL;B10464709;CALLE C/ SAN JOSE, 5, 3º D, 5. 3º D;PLASENCIA;CÁCERES;10600;2021-07-20;2026-12-31;False;False;False;1990;166;6
4454;CCCC-2100429;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-02-09;2026-12-31;False;False;False;2151;179;6
4455;CCCC-2100488;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2021-10-14;2026-12-31;False;False;False;1904;159;5
4456;CCCC-2100502;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-10-19;2026-12-31;False;False;False;1899;158;5
4457;CCCC-2100526;VODAFONE ONO SA;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2021-10-29;2026-12-31;True;False;False;1889;157;5
4459;CCCC-2100527;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-10-29;2026-12-31;False;False;False;1889;157;5
4460;CCCC-2100536;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO DEL CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-11-24;2026-12-31;False;False;False;1863;155;5
4461;CCCC-2100564;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-11-24;2026-12-31;False;False;False;1863;155;5
4462;CCCC-2100565;ORANGE ESPAGNE, S.A.U.;A82009812;PASEO PASEO CLUB DEPORTIVO, 1.;MADRID;MADRID;28223;2021-11-24;2026-12-31;False;False;False;1863;155;5
4463;CCCC-2100579;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIÚ, 11.;MADRID;MADRID;28007;2021-12-16;2026-12-31;True;False;False;1841;153;5
4464;CCCC-2200060;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-02-17;2027-12-31;False;False;False;2143;179;6
4465;CCCC-2200061;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-02-17;2027-12-31;False;False;False;2143;179;6
4466;CCCC-2200241;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-04-19;2027-12-31;False;False;False;2082;174;6
4467;CCCC-2200242;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-04-25;2027-12-31;False;False;False;2076;173;6
4468;CCCC-2200243;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-04-19;2027-12-31;False;False;False;2082;174;6
4470;CCCC-2200244;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-04-19;2027-12-31;False;False;False;2082;174;6
4471;CCCC-2200260;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-04-27;2027-12-31;False;False;False;2074;173;6
4472;CCCC-2200261;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-04-27;2027-12-31;False;False;False;2074;173;6
4473;CCCC-2200262;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-10-05;2027-12-31;True;False;False;1913;159;5
4474;CCCC-2200263;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-10-05;2027-12-31;True;False;False;1913;159;5
4475;CCCC-2200264;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-04-27;2027-12-31;False;False;False;2074;173;6
4476;CCCC-2200265;OESTE DIGITAL SL;B10483931;AVDA VIRGEN DE GUADALUPE, 33. 3º;CÁCERES;CÁCERES;10001;2022-03-06;2027-12-31;False;False;False;2126;177;6
4477;CCCC-2200321;VODAFONE ONO S.A.;A62186556;AVDA AMERICA, 115.;MADRID;MADRID;28042;2022-03-06;2027-12-31;True;False;False;2126;177;6
4478;CCCC-2200353;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2022-03-06;2027-12-31;False;False;False;2126;177;6
4479;CCCC-2200354;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2022-03-06;2027-12-31;False;False;False;2126;177;6
4481;CCCC-2200358;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-03-06;2027-12-31;False;False;False;2126;177;6
4482;CCCC-2200359;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-03-06;2027-12-31;True;False;False;2126;177;6
4483;CCCC-2200360;ORANGE ESPAGNE, S.A.U.;A82009812;PS CLUB DEPORTIVO, 1;MADRID;MADRID;28223;2022-03-06;2027-12-31;False;False;False;2126;177;6
4484;CCZZ-1100067;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2011-06-24;2026-12-31;True;False;False;5669;472;16
4485;CCZZ-1300001;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-05-04;2023-12-31;True;False;False;3893;324;11
4486;CCZZ-1500274;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2015-12-23;2025-12-31;False;False;False;3661;305;10
4487;CCZZ-1600158;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2016-05-27;2026-12-31;True;False;False;3870;322;11
4488;CCZZ-1700087;ORANGE ESPAÑA SA;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2017-06-04;2022-12-31;True;False;False;2036;170;6
4489;CCZZ-2100323;RETEVISION I, S.A.U.;A62275680;CALLE JUAN ESPLANDIÚ, 11.;MADRID;MADRID;28007;2021-09-07;2026-12-31;True;False;False;1941;162;5
4490;DGZZ-9200008;RETEVISION I, SAU;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;1995-08-03;2025-12-31;True;False;False;11108;926;31
4492;M BA-0001263;VODAFONE ESPAÑA SA;A80907397;AVDA AMERICA, 115.;MADRID;MADRID;28042;2001-05-29;2026-12-31;True;False;False;9347;779;26
4493;M BA-0100970;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2002-05-27;2022-12-31;True;False;False;7523;627;21
4494;M BA-0200307;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2003-02-26;2023-12-31;True;False;False;7613;634;21
4495;M BA-0400159;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2004-11-29;2024-12-31;True;False;False;7337;611;20
4496;M BA-0400458;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2005-04-29;2025-12-31;True;False;False;7551;629;21
4497;M BA-0500032;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2005-09-21;2025-12-31;True;False;False;7406;617;21
4498;M BA-0500054;MARQUES BIDCO SL;B88419569;CL PEDRO TEIXEIRA, 8. 6º;MADRID;MADRID;28020;2006-01-19;2026-12-31;True;False;True;7651;638;21
4499;M BA-0500319;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2005-11-22;2025-12-31;True;False;False;7344;612;20
4500;M BA-0500320;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2005-11-22;2025-12-31;True;False;False;7344;612;20
4501;M BA-9650399;MARQUES BIDCO SL;B88419569;CL PEDRO TEIXEIRA, 8. 6º;MADRID;MADRID;28020;1998-02-25;2026-12-31;True;False;True;10536;878;29
4503;M CC-0200248;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2003-03-24;2023-12-31;True;False;False;7587;632;21
4504;M CC-0400135;MARQUES BIDCO SL;B88419569;CL PEDRO TEIXEIRA, 8. 6º;MADRID;MADRID;28020;2004-09-22;2024-12-31;True;False;True;7405;617;21
4505;M CC-0400446;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2005-09-22;2025-12-31;True;False;False;7405;617;21
4506;M CC-0400459;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2005-04-29;2025-12-31;True;False;False;7551;629;21
4507;M CC-0500028;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2005-09-22;2025-12-31;True;False;False;7405;617;21
4508;M CC-0500029;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2005-09-22;2025-12-31;True;False;False;7405;617;21
4509;M CC-0500030;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2005-09-22;2025-12-31;True;False;False;7405;617;21
4510;M CC-0500356;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2006-03-22;2026-12-31;True;False;False;7589;632;21
4511;M CC-0500357;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2006-03-22;2026-12-31;True;False;False;7589;632;21
4512;M ZZ-0400461;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2005-04-29;2025-12-31;True;False;False;7551;629;21
4514;C C -0600132;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2006-11-13;2026-12-31;True;False;False;7353;613;20
4515;C C -0600134;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2007-06-02;2022-12-31;True;False;False;5691;474;16
4516;C C -0800009;RETEVISION I, S.A.;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2008-12-09;2023-12-31;True;False;False;5500;458;15
4517;C C -1200272;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2012-04-06;2022-12-31;True;False;False;3921;327;11
4518;C C -1200323;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2012-06-20;2022-12-31;True;False;False;3846;320;11
4519;C C -1200327;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2012-06-22;2022-12-31;True;False;False;3844;320;11
4520;C C -1200328;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2012-07-13;2022-12-31;True;False;False;3823;319;11
4521;C C -1200860;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2012-10-29;2022-12-31;True;False;False;3715;310;10
4522;C C -1200861;VODAFONE ONO SA;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2012-10-31;2022-12-31;True;False;False;3713;309;10
4523;C C -1200984;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-08-01;2023-12-31;True;False;False;3804;317;11
4525;C C -1201124;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2013-01-28;2023-12-31;True;False;False;3989;332;11
4526;C C -1201127;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-02-28;2023-12-31;True;False;False;3958;330;11
4527;C C -1300050;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2013-05-04;2023-12-31;True;False;False;3893;324;11
4528;C C -1300067;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2013-05-04;2023-12-31;True;False;False;3893;324;11
4529;C C -1300114;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2013-11-06;2023-12-31;True;False;False;3707;309;10
4530;C C -1300210;XFERA MOVILES, S.A.U.;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2013-09-25;2023-12-31;True;False;False;3749;312;10
4531;C C -1300302;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2013-11-28;2023-12-31;True;False;False;3685;307;10
4532;C C -1300376;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2014-02-17;2024-12-31;True;False;False;3970;331;11
4533;C C -1400400;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2014-11-09;2024-12-31;True;False;False;3705;309;10
4534;C C -1500375;XFERA MOVILES SA;A82528548;AVDA BRUSELAS, 38.;ALCOBENDAS;MADRID;28108;2015-05-13;2025-12-31;True;False;False;3885;324;11
4536;C C -1500541;REDES DE TELECOMUNICACION GALEGAS RETEGAL, SA;A15643687;VIA EDIFICIO MULTIUSOS BAJO, BANDO SAN MARCOS;SANTIAGO DE COMPOSTELA;CORUÑA (A);15820;2015-05-28;2025-12-31;True;False;False;3870;322;11
4537;C C -1500546;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2015-05-26;2025-12-31;True;False;False;3872;323;11
4538;C C -1500677;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2015-06-30;2025-12-31;True;False;False;3837;320;11
4539;C C -1500810;REDES DE TELECOMUNICACION GALEGAS RETEGAL, SA;A15643687;VIA EDIFICIO MULTIUSOS BAJO, BANDO SAN MARCOS;SANTIAGO DE COMPOSTELA;CORUÑA (A);15820;2015-08-25;2025-12-31;True;False;False;3781;315;11
4540;C C -1600387;RETEVISION I SA;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2016-05-07;2026-12-31;True;False;False;3890;324;11
4541;C C -1600402;ORANGE ESPAGNE, SAU;A82009812;PS CLUB DEPORTIVO (DEL) - PARQUE EMPRESARIAL LA FINCA, 1 BLOQUE;POZUELO DE ALARCÓN;MADRID;28223;2016-05-07;2026-12-31;True;False;False;3890;324;11
4542;C C -1600646;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2016-08-09;2026-12-31;True;False;False;3796;316;11
4543;C C -1700184;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-05-23;2022-12-31;False;False;False;2048;171;6
4544;C C -1700203;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-05-30;2022-12-31;False;False;False;2041;170;6
4545;C C -1700212;RETEVISION I, SAU;A62275680;VIA AV DEL PARQUE LOGISTICO, 12-20;BARCELONA;BARCELONA;8040;2017-05-23;2022-12-31;True;False;False;2048;171;6
4547;C C -1700263;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-05-30;2022-12-31;False;False;False;2041;170;6
4548;C C -1700264;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-05-31;2022-12-31;False;False;False;2040;170;6
4549;C C -1700265;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-05-30;2022-12-31;False;False;False;2041;170;6
4550;C C -1700346;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-05-07;2022-12-31;False;False;False;2064;172;6
4551;C C -1700347;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-07-19;2022-12-31;False;False;False;1991;166;6
4552;C C -1700348;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-07-25;2022-12-31;False;False;False;1985;165;6
4553;C C -1700388;ORANGE ESPAGNE SA;A82009812;PASEO CLUB DEPORTIVO;POZUELO DE ALARCÓN;MADRID;28223;2017-07-19;2022-12-31;False;False;False;1991;166;6
4554;C C -1700426;AXION INFRAESTRUCTURAS DE TELECOMUNICACIONES S.A.U.;A41999913;AV ANDALUCÍA, S/N. 4º;SEVILLA;SEVILLA;41907;2017-04-09;2022-12-31;True;False;False;2092;174;6
4555;C C -1700559;VODAFONE ONO, S.A.;A62186556;AV AMERICA, 115;MADRID;MADRID;28042;2017-10-16;2022-12-31;True;False;False;1902;158;5
